"PathSelectionPolicy","Cluster","LUN","NameHBA","Host","Status","Path","NAA"
"RoundRobin","TQCLAPP07","15","vmhba6","tqesxsenh127.senha.sat.mx",,,"naa.60000970000197200952533030324441"
"RoundRobin","TQCLAPP07","16","vmhba6","tqesxsenh127.senha.sat.mx",,,"naa.60000970000197200952533030324442"
"RoundRobin","TQCLAPP07","44","vmhba6","tqesxsenh127.senha.sat.mx",,,"naa.60000970000195702494533032443330"
"RoundRobin","TQCLAPP07","33","vmhba6","tqesxsenh127.senha.sat.mx",,,"naa.60000970000195702494533034393930"
"RoundRobin","TQCLAPP07","7","vmhba6","tqesxsenh127.senha.sat.mx",,,"naa.60000970000192605225533037453831"
"RoundRobin","TQCLAPP07","35","vmhba6","tqesxsenh127.senha.sat.mx",,,"naa.60000970000195702494533031304437"
"RoundRobin","TQCLAPP07","2","vmhba6","tqesxsenh127.senha.sat.mx",,,"naa.60000970000195702494533032443736"
"RoundRobin","TQCLAPP07","40","vmhba6","tqesxsenh127.senha.sat.mx",,,"naa.60000970000195702494533031413231"
"RoundRobin","TQCLAPP07","36","vmhba6","tqesxsenh127.senha.sat.mx",,,"naa.60000970000195702494533031313146"
"RoundRobin","TQCLAPP07","1","vmhba6","tqesxsenh127.senha.sat.mx",,,"naa.60000970000192605225533036353545"
"RoundRobin","TQCLAPP07","10","vmhba6","tqesxsenh127.senha.sat.mx",,,"naa.60000970000195702494533032464334"
"RoundRobin","TQCLAPP07","5","vmhba6","tqesxsenh127.senha.sat.mx",,,"naa.60000970000192605225533036444136"
"RoundRobin","TQCLAPP07","25","vmhba6","tqesxsenh127.senha.sat.mx",,,"naa.60000970000192605225533046413146"
"RoundRobin","TQCLAPP07","0","vmhba6","tqesxsenh127.senha.sat.mx",,,"naa.60000970000195702494533030453842"
"RoundRobin","TQCLAPP07","13","vmhba6","tqesxsenh127.senha.sat.mx",,,"naa.60000970000195702494533033303832"
"RoundRobin","TQCLAPP07","6","vmhba6","tqesxsenh127.senha.sat.mx",,,"naa.60000970000192605225533036463431"
"RoundRobin","TQCLAPP07","18","vmhba6","tqesxsenh127.senha.sat.mx",,,"naa.60000970000195702494533033343338"
"RoundRobin","TQCLAPP07","24","vmhba6","tqesxsenh127.senha.sat.mx",,,"naa.60000970000192605225533046393441"
"RoundRobin","TQCLAPP07","31","vmhba6","tqesxsenh127.senha.sat.mx",,,"naa.60000970000195702494533034393743"
"RoundRobin","TQCLAPP07","17","vmhba6","tqesxsenh127.senha.sat.mx",,,"naa.60000970000195702494533033324634"
"RoundRobin","TQCLAPP07","2","vmhba6","tqesxsenh127.senha.sat.mx",,,"naa.60000970000192605225533036363545"
"RoundRobin","TQCLAPP07","34","vmhba6","tqesxsenh127.senha.sat.mx",,,"naa.60000970000195702494533034393941"
"RoundRobin","TQCLAPP07","10","vmhba6","tqesxsenh127.senha.sat.mx",,,"naa.60000970000192605225533037454339"
"RoundRobin","TQCLAPP07","19","vmhba6","tqesxsenh127.senha.sat.mx",,,"naa.60000970000197200952533030444531"
"RoundRobin","TQCLAPP07","8","vmhba6","tqesxsenh127.senha.sat.mx",,,"naa.60000970000192605225533037453842"
"RoundRobin","TQCLAPP07","38","vmhba6","tqesxsenh127.senha.sat.mx",,,"naa.60000970000195702494533031413044"
"RoundRobin","TQCLAPP07","25","vmhba6","tqesxsenh127.senha.sat.mx",,,"naa.60000970000195702494533033383230"
"RoundRobin","TQCLAPP07","21","vmhba6","tqesxsenh127.senha.sat.mx",,,"naa.60000970000192605225533042434133"
"RoundRobin","TQCLAPP07","3","vmhba6","tqesxsenh127.senha.sat.mx",,,"naa.60000970000197200952533030313732"
"RoundRobin","TQCLAPP07","4","vmhba6","tqesxsenh127.senha.sat.mx",,,"naa.60000970000197200952533030313733"
"RoundRobin","TQCLAPP07","5","vmhba6","tqesxsenh127.senha.sat.mx",,,"naa.60000970000197200952533030313734"
"RoundRobin","TQCLAPP07","41","vmhba6","tqesxsenh127.senha.sat.mx",,,"naa.60000970000195702494533031413242"
"RoundRobin","TQCLAPP07","30","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533034324241"
"RoundRobin","TQCLAPP07","5","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533032444631"
"RoundRobin","TQCLAPP07","15","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533041314135"
"RoundRobin","TQCLAPP07","23","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533046304434"
"RoundRobin","TQCLAPP07","11","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533032464345"
"RoundRobin","TQCLAPP07","19","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533042433846"
"RoundRobin","TQCLAPP07","26","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533046413230"
"RoundRobin","TQCLAPP07","14","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533033303843"
"RoundRobin","TQCLAPP07","18","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533041333436"
"RoundRobin","TQCLAPP07","26","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533033393235"
"RoundRobin","TQCLAPP07","20","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533033344230"
"RoundRobin","TQCLAPP07","32","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533034393836"
"RoundRobin","TQCLAPP07","3","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533036364244"
"RoundRobin","TQCLAPP07","11","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533037454341"
"RoundRobin","TQCLAPP07","12","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533037454342"
"RoundRobin","TQCLAPP07","13","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533037454343"
"RoundRobin","TQCLAPP07","14","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533037454344"
"RoundRobin","TQCLAPP07","23","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533033383043"
"RoundRobin","TQCLAPP07","28","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533033393631"
"RoundRobin","TQCLAPP07","39","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533031413137"
"RoundRobin","TQCLAPP07","3","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533032444444"
"RoundRobin","TQCLAPP07","6","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000197200952533030314435"
"RoundRobin","TQCLAPP07","7","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000197200952533030314436"
"RoundRobin","TQCLAPP07","8","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000197200952533030314437"
"RoundRobin","TQCLAPP07","9","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000197200952533030314438"
"RoundRobin","TQCLAPP07","8","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533032464230"
"RoundRobin","TQCLAPP07","42","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533031413335"
"RoundRobin","TQCLAPP07","6","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533032444642"
"RoundRobin","TQCLAPP07","7","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533032453035"
"RoundRobin","TQCLAPP07","16","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533041314146"
"RoundRobin","TQCLAPP07","22","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533033354235"
"RoundRobin","TQCLAPP07","12","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533032464438"
"RoundRobin","TQCLAPP07","37","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533031333036"
"RoundRobin","TQCLAPP07","1","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533032434336"
"RoundRobin","TQCLAPP07","15","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533033304541"
"RoundRobin","TQCLAPP07","20","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533042433939"
"RoundRobin","TQCLAPP07","19","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533033343432"
"RoundRobin","TQCLAPP07","0","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533035453935"
"RoundRobin","TQCLAPP07","27","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533033393246"
"RoundRobin","TQCLAPP07","21","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533033344241"
"RoundRobin","TQCLAPP07","13","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000197200952533030324437"
"RoundRobin","TQCLAPP07","14","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000197200952533030324438"
"RoundRobin","TQCLAPP07","9","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533037454235"
"RoundRobin","TQCLAPP07","29","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533033393642"
"RoundRobin","TQCLAPP07","24","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533033383136"
"RoundRobin","TQCLAPP07","17","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000197200952533030364136"
"RoundRobin","TQCLAPP07","18","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000197200952533030364137"
"RoundRobin","TQCLAPP07","11","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000197200952533030314441"
"RoundRobin","TQCLAPP07","4","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533032444537"
"RoundRobin","TQCLAPP07","9","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533032464241"
"RoundRobin","TQCLAPP07","43","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533031413346"
"RoundRobin","TQCLAPP07","17","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533041314239"
"RoundRobin","TQCLAPP07","22","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533045463935"
"RoundRobin","TQCLAPP07","16","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533033304634"
"RoundRobin","TQCLAPP07","45","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533033373346"
"RoundRobin","TQCLAPP07","4","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533036413535"
"RoundRobin","TQCLAPP07","15","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000197200952533030324441"
"RoundRobin","TQCLAPP07","16","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000197200952533030324442"
"RoundRobin","TQCLAPP07","44","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533032443330"
"RoundRobin","TQCLAPP07","33","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533034393930"
"RoundRobin","TQCLAPP07","7","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533037453831"
"RoundRobin","TQCLAPP07","35","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533031304437"
"RoundRobin","TQCLAPP07","2","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533032443736"
"RoundRobin","TQCLAPP07","40","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533031413231"
"RoundRobin","TQCLAPP07","36","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533031313146"
"RoundRobin","TQCLAPP07","1","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533036353545"
"RoundRobin","TQCLAPP07","10","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533032464334"
"RoundRobin","TQCLAPP07","5","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533036444136"
"RoundRobin","TQCLAPP07","25","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533046413146"
"RoundRobin","TQCLAPP07","13","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533033303832"
"RoundRobin","TQCLAPP07","0","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533030453842"
"RoundRobin","TQCLAPP07","6","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533036463431"
"RoundRobin","TQCLAPP07","18","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533033343338"
"RoundRobin","TQCLAPP07","24","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533046393441"
"RoundRobin","TQCLAPP07","17","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533033324634"
"RoundRobin","TQCLAPP07","31","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533034393743"
"RoundRobin","TQCLAPP07","2","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533036363545"
"RoundRobin","TQCLAPP07","34","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533034393941"
"RoundRobin","TQCLAPP07","10","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533037454339"
"RoundRobin","TQCLAPP07","19","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000197200952533030444531"
"RoundRobin","TQCLAPP07","8","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533037453842"
"RoundRobin","TQCLAPP07","38","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533031413044"
"RoundRobin","TQCLAPP07","25","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533033383230"
"RoundRobin","TQCLAPP07","21","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533042434133"
"RoundRobin","TQCLAPP07","3","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000197200952533030313732"
"RoundRobin","TQCLAPP07","4","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000197200952533030313733"
"RoundRobin","TQCLAPP07","5","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000197200952533030313734"
"RoundRobin","TQCLAPP07","41","vmhba3","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533031413242"
"RoundRobin","TQCLAPP07","30","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533034324241"
"RoundRobin","TQCLAPP07","5","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533032444631"
"RoundRobin","TQCLAPP07","15","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533041314135"
"RoundRobin","TQCLAPP07","23","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533046304434"
"RoundRobin","TQCLAPP07","11","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533032464345"
"RoundRobin","TQCLAPP07","19","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533042433846"
"RoundRobin","TQCLAPP07","26","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533046413230"
"RoundRobin","TQCLAPP07","14","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533033303843"
"RoundRobin","TQCLAPP07","18","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533041333436"
"RoundRobin","TQCLAPP07","26","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533033393235"
"RoundRobin","TQCLAPP07","20","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533033344230"
"RoundRobin","TQCLAPP07","32","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533034393836"
"RoundRobin","TQCLAPP07","3","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533036364244"
"RoundRobin","TQCLAPP07","11","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533037454341"
"RoundRobin","TQCLAPP07","12","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533037454342"
"RoundRobin","TQCLAPP07","13","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533037454343"
"RoundRobin","TQCLAPP07","14","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533037454344"
"RoundRobin","TQCLAPP07","23","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533033383043"
"RoundRobin","TQCLAPP07","28","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533033393631"
"RoundRobin","TQCLAPP07","39","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533031413137"
"RoundRobin","TQCLAPP07","3","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533032444444"
"RoundRobin","TQCLAPP07","6","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000197200952533030314435"
"RoundRobin","TQCLAPP07","7","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000197200952533030314436"
"RoundRobin","TQCLAPP07","8","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000197200952533030314437"
"RoundRobin","TQCLAPP07","9","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000197200952533030314438"
"RoundRobin","TQCLAPP07","8","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533032464230"
"RoundRobin","TQCLAPP07","42","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533031413335"
"RoundRobin","TQCLAPP07","6","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533032444642"
"RoundRobin","TQCLAPP07","7","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533032453035"
"RoundRobin","TQCLAPP07","16","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533041314146"
"RoundRobin","TQCLAPP07","22","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533033354235"
"RoundRobin","TQCLAPP07","12","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533032464438"
"RoundRobin","TQCLAPP07","37","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533031333036"
"RoundRobin","TQCLAPP07","1","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533032434336"
"RoundRobin","TQCLAPP07","15","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533033304541"
"RoundRobin","TQCLAPP07","20","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533042433939"
"RoundRobin","TQCLAPP07","19","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533033343432"
"RoundRobin","TQCLAPP07","0","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533035453935"
"RoundRobin","TQCLAPP07","27","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533033393246"
"RoundRobin","TQCLAPP07","21","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533033344241"
"RoundRobin","TQCLAPP07","13","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000197200952533030324437"
"RoundRobin","TQCLAPP07","14","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000197200952533030324438"
"RoundRobin","TQCLAPP07","9","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533037454235"
"RoundRobin","TQCLAPP07","29","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533033393642"
"RoundRobin","TQCLAPP07","24","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533033383136"
"RoundRobin","TQCLAPP07","17","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000197200952533030364136"
"RoundRobin","TQCLAPP07","18","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000197200952533030364137"
"RoundRobin","TQCLAPP07","11","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000197200952533030314441"
"RoundRobin","TQCLAPP07","4","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533032444537"
"RoundRobin","TQCLAPP07","9","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533032464241"
"RoundRobin","TQCLAPP07","43","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533031413346"
"RoundRobin","TQCLAPP07","17","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533041314239"
"RoundRobin","TQCLAPP07","22","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533045463935"
"RoundRobin","TQCLAPP07","16","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533033304634"
"RoundRobin","TQCLAPP07","45","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533033373346"
"RoundRobin","TQCLAPP07","4","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533036413535"
"RoundRobin","TQCLAPP07","15","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000197200952533030324441"
"RoundRobin","TQCLAPP07","16","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000197200952533030324442"
"RoundRobin","TQCLAPP07","44","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533032443330"
"RoundRobin","TQCLAPP07","33","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533034393930"
"RoundRobin","TQCLAPP07","7","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533037453831"
"RoundRobin","TQCLAPP07","35","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533031304437"
"RoundRobin","TQCLAPP07","2","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533032443736"
"RoundRobin","TQCLAPP07","40","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533031413231"
"RoundRobin","TQCLAPP07","36","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533031313146"
"RoundRobin","TQCLAPP07","1","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533036353545"
"RoundRobin","TQCLAPP07","10","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533032464334"
"RoundRobin","TQCLAPP07","5","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533036444136"
"RoundRobin","TQCLAPP07","25","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533046413146"
"RoundRobin","TQCLAPP07","13","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533033303832"
"RoundRobin","TQCLAPP07","0","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533030453842"
"RoundRobin","TQCLAPP07","6","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533036463431"
"RoundRobin","TQCLAPP07","18","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533033343338"
"RoundRobin","TQCLAPP07","24","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533046393441"
"RoundRobin","TQCLAPP07","17","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533033324634"
"RoundRobin","TQCLAPP07","31","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533034393743"
"RoundRobin","TQCLAPP07","2","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533036363545"
"RoundRobin","TQCLAPP07","34","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533034393941"
"RoundRobin","TQCLAPP07","10","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533037454339"
"RoundRobin","TQCLAPP07","19","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000197200952533030444531"
"RoundRobin","TQCLAPP07","8","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533037453842"
"RoundRobin","TQCLAPP07","38","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533031413044"
"RoundRobin","TQCLAPP07","25","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533033383230"
"RoundRobin","TQCLAPP07","21","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000192605225533042434133"
"RoundRobin","TQCLAPP07","3","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000197200952533030313732"
"RoundRobin","TQCLAPP07","4","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000197200952533030313733"
"RoundRobin","TQCLAPP07","5","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000197200952533030313734"
"RoundRobin","TQCLAPP07","41","vmhba6","tqesxsenh024.senha.sat.mx",,,"naa.60000970000195702494533031413242"
"RoundRobin","TQCLAPP07","30","vmhba3","tqesxsenh112.senha.sat.mx",,,"naa.60000970000195702494533034324241"
"RoundRobin","TQCLAPP07","15","vmhba3","tqesxsenh112.senha.sat.mx",,,"naa.60000970000192605225533041314135"
"RoundRobin","TQCLAPP07","5","vmhba3","tqesxsenh112.senha.sat.mx",,,"naa.60000970000195702494533032444631"
"RoundRobin","TQCLAPP07","23","vmhba3","tqesxsenh112.senha.sat.mx",,,"naa.60000970000192605225533046304434"
"RoundRobin","TQCLAPP07","11","vmhba3","tqesxsenh112.senha.sat.mx",,,"naa.60000970000195702494533032464345"
"RoundRobin","TQCLAPP07","19","vmhba3","tqesxsenh112.senha.sat.mx",,,"naa.60000970000192605225533042433846"
"RoundRobin","TQCLAPP07","26","vmhba3","tqesxsenh112.senha.sat.mx",,,"naa.60000970000192605225533046413230"
"RoundRobin","TQCLAPP07","14","vmhba3","tqesxsenh112.senha.sat.mx",,,"naa.60000970000195702494533033303843"
"RoundRobin","TQCLAPP07","18","vmhba3","tqesxsenh112.senha.sat.mx",,,"naa.60000970000192605225533041333436"
"RoundRobin","TQCLAPP07","26","vmhba3","tqesxsenh112.senha.sat.mx",,,"naa.60000970000195702494533033393235"
"RoundRobin","TQCLAPP07","20","vmhba3","tqesxsenh112.senha.sat.mx",,,"naa.60000970000195702494533033344230"
"RoundRobin","TQCLAPP07","32","vmhba3","tqesxsenh112.senha.sat.mx",,,"naa.60000970000195702494533034393836"
"RoundRobin","TQCLAPP07","3","vmhba3","tqesxsenh112.senha.sat.mx",,,"naa.60000970000192605225533036364244"
"RoundRobin","TQCLAPP07","11","vmhba3","tqesxsenh112.senha.sat.mx",,,"naa.60000970000192605225533037454341"
"RoundRobin","TQCLAPP07","12","vmhba3","tqesxsenh112.senha.sat.mx",,,"naa.60000970000192605225533037454342"
"RoundRobin","TQCLAPP07","13","vmhba3","tqesxsenh112.senha.sat.mx",,,"naa.60000970000192605225533037454343"
"RoundRobin","TQCLAPP07","14","vmhba3","tqesxsenh112.senha.sat.mx",,,"naa.60000970000192605225533037454344"
