"PathSelectionPolicy","Cluster","LUN","NameHBA","Host","Status","Path","NAA"
"RoundRobin","TQCLDBX04","102","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533043353836"
"RoundRobin","TQCLDBX04","103","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533043353837"
"RoundRobin","TQCLDBX04","104","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533043353838"
"RoundRobin","TQCLDBX04","105","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533043353839"
"RoundRobin","TQCLDBX04","52","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533037303242"
"RoundRobin","TQCLDBX04","58","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533037314445"
"RoundRobin","TQCLDBX04","5","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533035333938"
"RoundRobin","TQCLDBX04","6","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533035333939"
"RoundRobin","TQCLDBX04","115","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533046323941"
"RoundRobin","TQCLDBX04","118","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533046333141"
"RoundRobin","TQCLDBX04","8","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000195702494533031304145"
"RoundRobin","TQCLDBX04","94","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533043334146"
"RoundRobin","TQCLDBX04","120","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533046333541"
"RoundRobin","TQCLDBX04","21","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533036364538"
"RoundRobin","TQCLDBX04","17","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000195702494533033423144"
"RoundRobin","TQCLDBX04","11","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000195702494533031324332"
"RoundRobin","TQCLDBX04","113","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533045383037"
"RoundRobin","TQCLDBX04","12","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000195702494533031324334"
"RoundRobin","TQCLDBX04","13","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000195702494533031324336"
"RoundRobin","TQCLDBX04","14","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000195702494533031324338"
"RoundRobin","TQCLDBX04","70","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533043303832"
"RoundRobin","TQCLDBX04","71","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533043303833"
"RoundRobin","TQCLDBX04","72","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533043303834"
"RoundRobin","TQCLDBX04","73","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533043303835"
"RoundRobin","TQCLDBX04","69","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533042463843"
"RoundRobin","TQCLDBX04","74","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533043303836"
"RoundRobin","TQCLDBX04","114","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533045433631"
"RoundRobin","TQCLDBX04","75","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533043303837"
"RoundRobin","TQCLDBX04","76","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533043303838"
"RoundRobin","TQCLDBX04","77","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533043303839"
"RoundRobin","TQCLDBX04","68","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533042434437"
"RoundRobin","TQCLDBX04","29","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533036453942"
"RoundRobin","TQCLDBX04","7","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533036354545"
"RoundRobin","TQCLDBX04","8","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533036354546"
"RoundRobin","TQCLDBX04","50","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533037303137"
"RoundRobin","TQCLDBX04","45","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533036463146"
"RoundRobin","TQCLDBX04","53","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533037303335"
"RoundRobin","TQCLDBX04","59","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533037314538"
"RoundRobin","TQCLDBX04","63","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533039413544"
"RoundRobin","TQCLDBX04","64","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533039413545"
"RoundRobin","TQCLDBX04","65","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533039413546"
"RoundRobin","TQCLDBX04","56","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533037303533"
"RoundRobin","TQCLDBX04","19","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000195702494533034393730"
"RoundRobin","TQCLDBX04","62","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533037434534"
"RoundRobin","TQCLDBX04","1","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533034354143"
"RoundRobin","TQCLDBX04","106","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533043394433"
"RoundRobin","TQCLDBX04","107","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533043394434"
"RoundRobin","TQCLDBX04","108","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533043394435"
"RoundRobin","TQCLDBX04","91","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533043313834"
"RoundRobin","TQCLDBX04","109","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533043394436"
"RoundRobin","TQCLDBX04","110","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533043394437"
"RoundRobin","TQCLDBX04","95","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533043334231"
"RoundRobin","TQCLDBX04","96","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533043334233"
"RoundRobin","TQCLDBX04","97","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533043334235"
"RoundRobin","TQCLDBX04","1","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000197200952533030444443"
"RoundRobin","TQCLDBX04","2","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000197200952533030444444"
"RoundRobin","TQCLDBX04","111","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533044454437"
"RoundRobin","TQCLDBX04","98","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533043334237"
"RoundRobin","TQCLDBX04","3","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000197200952533030444445"
"RoundRobin","TQCLDBX04","4","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000197200952533030444446"
"RoundRobin","TQCLDBX04","93","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533043333546"
"RoundRobin","TQCLDBX04","5","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000197200952533031303536"
"RoundRobin","TQCLDBX04","15","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000195702494533031324341"
"RoundRobin","TQCLDBX04","6","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000197200952533032324532"
"RoundRobin","TQCLDBX04","78","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533043303841"
"RoundRobin","TQCLDBX04","79","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533043303842"
"RoundRobin","TQCLDBX04","80","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533043303843"
"RoundRobin","TQCLDBX04","81","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533043303844"
"RoundRobin","TQCLDBX04","82","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533043303845"
"RoundRobin","TQCLDBX04","83","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533043303846"
"RoundRobin","TQCLDBX04","27","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533036413141"
"RoundRobin","TQCLDBX04","33","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533036463030"
"RoundRobin","TQCLDBX04","34","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533036463031"
"RoundRobin","TQCLDBX04","35","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533036463032"
"RoundRobin","TQCLDBX04","36","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533036463033"
"RoundRobin","TQCLDBX04","37","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533036463034"
"RoundRobin","TQCLDBX04","38","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533036463035"
"RoundRobin","TQCLDBX04","39","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533036463036"
"RoundRobin","TQCLDBX04","40","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533036463037"
"RoundRobin","TQCLDBX04","41","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533036463039"
"RoundRobin","TQCLDBX04","32","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533036454646"
"RoundRobin","TQCLDBX04","9","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533036354630"
"RoundRobin","TQCLDBX04","10","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533036354631"
"RoundRobin","TQCLDBX04","11","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533036354632"
"RoundRobin","TQCLDBX04","12","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533036354633"
"RoundRobin","TQCLDBX04","13","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533036354634"
"RoundRobin","TQCLDBX04","46","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533036463230"
"RoundRobin","TQCLDBX04","14","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533036354635"
"RoundRobin","TQCLDBX04","47","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533036463231"
"RoundRobin","TQCLDBX04","15","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533036354636"
"RoundRobin","TQCLDBX04","48","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533036463232"
"RoundRobin","TQCLDBX04","16","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533036354637"
"RoundRobin","TQCLDBX04","49","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533036463233"
"RoundRobin","TQCLDBX04","0","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533031453346"
"RoundRobin","TQCLDBX04","54","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533037303346"
"RoundRobin","TQCLDBX04","117","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533046333041"
"RoundRobin","TQCLDBX04","57","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533037303544"
"RoundRobin","TQCLDBX04","92","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533043313845"
"RoundRobin","TQCLDBX04","119","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533046333441"
"RoundRobin","TQCLDBX04","19","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533036364434"
"RoundRobin","TQCLDBX04","30","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533036454135"
"RoundRobin","TQCLDBX04","1","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000195702494533031303839"
"RoundRobin","TQCLDBX04","112","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533044463037"
"RoundRobin","TQCLDBX04","2","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533034423937"
"RoundRobin","TQCLDBX04","3","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533034423938"
"RoundRobin","TQCLDBX04","66","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533042393636"
"RoundRobin","TQCLDBX04","4","vmhba6","tqesxsenh044.senha.sat.mx",,,"naa.60000970000192605225533034423939"
"RoundRobin","TQCLDBX03","35","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533044444330"
"RoundRobin","TQCLDBX03","19","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533037343442"
"RoundRobin","TQCLDBX03","59","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533045414630"
"RoundRobin","TQCLDBX03","60","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533045414631"
"RoundRobin","TQCLDBX03","61","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533045414633"
"RoundRobin","TQCLDBX03","81","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533046304430"
"RoundRobin","TQCLDBX03","0","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000195702494533031324437"
"RoundRobin","TQCLDBX03","62","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533045414639"
"RoundRobin","TQCLDBX03","21","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533037343642"
"RoundRobin","TQCLDBX03","36","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533044444530"
"RoundRobin","TQCLDBX03","6","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533036413234"
"RoundRobin","TQCLDBX03","5","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000195702494533031463530"
"RoundRobin","TQCLDBX03","6","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000195702494533031463531"
"RoundRobin","TQCLDBX03","7","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000195702494533031463532"
"RoundRobin","TQCLDBX03","8","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000195702494533031463533"
"RoundRobin","TQCLDBX03","9","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000195702494533031463534"
"RoundRobin","TQCLDBX03","10","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000195702494533031463535"
"RoundRobin","TQCLDBX03","11","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000195702494533031463536"
"RoundRobin","TQCLDBX03","12","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000195702494533031463537"
"RoundRobin","TQCLDBX03","13","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000195702494533031463538"
"RoundRobin","TQCLDBX03","14","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000195702494533031463539"
"RoundRobin","TQCLDBX03","9","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533037334142"
"RoundRobin","TQCLDBX03","11","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533037334342"
"RoundRobin","TQCLDBX03","13","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533037334542"
"RoundRobin","TQCLDBX03","63","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533045464130"
"RoundRobin","TQCLDBX03","4","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533035453131"
"RoundRobin","TQCLDBX03","71","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533046304241"
"RoundRobin","TQCLDBX03","72","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533046304242"
"RoundRobin","TQCLDBX03","73","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533046304243"
"RoundRobin","TQCLDBX03","74","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533046304244"
"RoundRobin","TQCLDBX03","75","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533046304245"
"RoundRobin","TQCLDBX03","76","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533046304246"
"RoundRobin","TQCLDBX03","3","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533034423031"
"RoundRobin","TQCLDBX03","25","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533044303233"
"RoundRobin","TQCLDBX03","26","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533044303234"
"RoundRobin","TQCLDBX03","15","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000195702494533031463541"
"RoundRobin","TQCLDBX03","27","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533044303235"
"RoundRobin","TQCLDBX03","16","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000195702494533031463542"
"RoundRobin","TQCLDBX03","28","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533044303236"
"RoundRobin","TQCLDBX03","29","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533044303237"
"RoundRobin","TQCLDBX03","30","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533044303238"
"RoundRobin","TQCLDBX03","31","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533044303239"
"RoundRobin","TQCLDBX03","8","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533037333942"
"RoundRobin","TQCLDBX03","16","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533037343142"
"RoundRobin","TQCLDBX03","33","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533044324237"
"RoundRobin","TQCLDBX03","39","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533045303044"
"RoundRobin","TQCLDBX03","18","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533037343342"
"RoundRobin","TQCLDBX03","54","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533045383034"
"RoundRobin","TQCLDBX03","55","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533045383035"
"RoundRobin","TQCLDBX03","56","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533045383036"
"RoundRobin","TQCLDBX03","77","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533046304330"
"RoundRobin","TQCLDBX03","78","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533046304334"
"RoundRobin","TQCLDBX03","79","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533046304338"
"RoundRobin","TQCLDBX03","40","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533045303244"
"RoundRobin","TQCLDBX03","20","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533037343542"
"RoundRobin","TQCLDBX03","17","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000195702494533033413031"
"RoundRobin","TQCLDBX03","41","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533045303444"
"RoundRobin","TQCLDBX03","23","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533044303045"
"RoundRobin","TQCLDBX03","42","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533045303644"
"RoundRobin","TQCLDBX03","22","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533042354336"
"RoundRobin","TQCLDBX03","10","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533037334242"
"RoundRobin","TQCLDBX03","43","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533045303844"
"RoundRobin","TQCLDBX03","47","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533045313044"
"RoundRobin","TQCLDBX03","2","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533034354143"
"RoundRobin","TQCLDBX03","12","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533037334442"
"RoundRobin","TQCLDBX03","48","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533045313244"
"RoundRobin","TQCLDBX03","14","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533037334642"
"RoundRobin","TQCLDBX03","49","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533045313444"
"RoundRobin","TQCLDBX03","50","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533045313644"
"RoundRobin","TQCLDBX03","57","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533045414544"
"RoundRobin","TQCLDBX03","80","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533046304343"
"RoundRobin","TQCLDBX03","58","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533045414546"
"RoundRobin","TQCLDBX03","64","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533045464435"
"RoundRobin","TQCLDBX03","65","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533045464436"
"RoundRobin","TQCLDBX03","66","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533045464437"
"RoundRobin","TQCLDBX03","5","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533036413141"
"RoundRobin","TQCLDBX03","51","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533045313844"
"RoundRobin","TQCLDBX03","44","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533045304144"
"RoundRobin","TQCLDBX03","37","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533044453030"
"RoundRobin","TQCLDBX03","1","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000195702494533031463443"
"RoundRobin","TQCLDBX03","2","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000195702494533031463444"
"RoundRobin","TQCLDBX03","24","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533044303138"
"RoundRobin","TQCLDBX03","3","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000195702494533031463445"
"RoundRobin","TQCLDBX03","4","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000195702494533031463446"
"RoundRobin","TQCLDBX03","0","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533031453345"
"RoundRobin","TQCLDBX03","45","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533045304344"
"RoundRobin","TQCLDBX03","38","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533044453230"
"RoundRobin","TQCLDBX03","46","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533045304544"
"RoundRobin","TQCLDBX03","32","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533044303536"
"RoundRobin","TQCLDBX03","34","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533044423336"
"RoundRobin","TQCLDBX03","7","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533037333842"
"RoundRobin","TQCLDBX03","15","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533037343042"
"RoundRobin","TQCLDBX03","52","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533045314144"
"RoundRobin","TQCLDBX03","17","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533037343242"
"RoundRobin","TQCLDBX03","1","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533032413937"
"RoundRobin","TQCLDBX03","67","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533046304236"
"RoundRobin","TQCLDBX03","68","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533046304237"
"RoundRobin","TQCLDBX03","69","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533046304238"
"RoundRobin","TQCLDBX03","53","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533045314344"
"RoundRobin","TQCLDBX03","70","vmhba3","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533046304239"
"RoundRobin","TQCLDBX03","35","vmhba6","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533044444330"
"RoundRobin","TQCLDBX03","19","vmhba6","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533037343442"
"RoundRobin","TQCLDBX03","59","vmhba6","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533045414630"
"RoundRobin","TQCLDBX03","60","vmhba6","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533045414631"
"RoundRobin","TQCLDBX03","61","vmhba6","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533045414633"
"RoundRobin","TQCLDBX03","81","vmhba6","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533046304430"
"RoundRobin","TQCLDBX03","0","vmhba6","tqesxsenh107.senha.sat.mx",,,"naa.60000970000195702494533031324437"
"RoundRobin","TQCLDBX03","62","vmhba6","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533045414639"
"RoundRobin","TQCLDBX03","21","vmhba6","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533037343642"
"RoundRobin","TQCLDBX03","36","vmhba6","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533044444530"
"RoundRobin","TQCLDBX03","6","vmhba6","tqesxsenh107.senha.sat.mx",,,"naa.60000970000192605225533036413234"
"RoundRobin","TQCLDBX03","5","vmhba6","tqesxsenh107.senha.sat.mx",,,"naa.60000970000195702494533031463530"
"RoundRobin","TQCLDBX03","6","vmhba6","tqesxsenh107.senha.sat.mx",,,"naa.60000970000195702494533031463531"
"RoundRobin","TQCLDBX03","7","vmhba6","tqesxsenh107.senha.sat.mx",,,"naa.60000970000195702494533031463532"
"RoundRobin","TQCLDBX03","8","vmhba6","tqesxsenh107.senha.sat.mx",,,"naa.60000970000195702494533031463533"
"RoundRobin","TQCLDBX03","9","vmhba6","tqesxsenh107.senha.sat.mx",,,"naa.60000970000195702494533031463534"
"RoundRobin","TQCLDBX03","10","vmhba6","tqesxsenh107.senha.sat.mx",,,"naa.60000970000195702494533031463535"
"RoundRobin","TQCLDBX03","11","vmhba6","tqesxsenh107.senha.sat.mx",,,"naa.60000970000195702494533031463536"
